sample,cpu_usage,active_workers
4131,90,4
4132,90,4
4133,90,4
4134,90,4
4135,90,4
4136,90,4
4137,65,4
4138,65,4
4139,65,4
4140,65,4
4141,65,4
4142,65,4
4143,65,4
4144,65,4
4145,65,4
4146,65,4
4147,65,4
4148,65,4
4149,65,4
4150,65,4
4151,65,4
4152,65,4
4153,65,4
4154,65,4
4155,65,4
4156,65,4
4157,40,4
4158,40,4
4159,40,4
4160,40,4
4161,40,4
4162,40,4
4163,40,4
4164,40,4
4165,40,4
4166,40,4
4167,40,4
4168,40,4
4169,40,4
4170,40,4
4171,40,4
4172,40,4
4173,40,4
4174,40,4
4175,40,4
4176,65,4
4177,65,4
4178,65,4
4179,65,4
4180,65,4
4181,65,4
4182,65,4
4183,65,4
4184,65,4
4185,65,4
4186,65,4
4187,65,4
4188,65,4
4189,65,4
4190,65,4
4191,65,4
4192,65,4
4193,65,4
4194,65,4
4195,65,4
4196,65,4
4197,65,4
4198,65,4
4199,65,4
4200,65,4
4201,65,4
4202,65,4
4203,65,4
4204,65,4
4205,65,4
4206,65,4
4207,65,4
4208,65,4
4209,65,4
4210,65,4
4211,65,4
4212,65,4
4213,65,4
4214,65,4
4215,65,4
4216,65,4
4217,65,4
4218,65,4
4219,65,4
4220,65,4
4221,65,4
4222,65,4
4223,65,4
4224,65,4
4225,65,4
4226,65,4
4227,65,4
4228,65,4
4229,65,4
4230,65,4
4231,65,4
4232,65,4
4233,65,4
4234,65,4
4235,65,4
4236,65,4
4237,65,4
4238,65,4
4239,65,4
4240,65,4
4241,65,4
4242,65,4
4243,65,4
4244,65,4
4245,65,4
4246,65,4
4247,65,4
4248,65,4
4249,65,4
4250,65,4
4251,65,4
4252,65,4
4253,65,4
4254,65,4
4255,65,4
4256,65,4
4257,65,4
4258,65,4
4259,65,4
4260,65,4
4261,65,4
4262,65,4
4263,65,4
4264,65,4
4265,65,4
4266,65,4
4267,65,4
4268,65,4
4269,65,4
4270,65,4
4271,65,4
4272,65,4
4273,65,4
4274,65,4
4275,40,4
4276,40,4
4277,40,4
4278,40,4
4279,40,4
4280,40,4
4281,40,4
4282,40,4
4283,40,4
4284,40,4
4285,40,4
4286,40,4
4287,40,4
4288,40,4
4289,40,4
4290,40,4
4291,40,4
4292,40,4
4293,40,4
4294,65,4
4295,65,4
4296,65,4
4297,65,4
4298,65,4
4299,65,4
4300,65,4
4301,65,4
4302,65,4
4303,65,4
4304,65,4
4305,65,4
4306,65,4
4307,65,4
4308,65,4
4309,65,4
4310,65,4
4311,65,4
4312,65,4
4313,65,4
4314,65,4
4315,65,4
4316,65,4
4317,65,4
4318,65,4
4319,65,4
4320,65,4
4321,65,4
4322,65,4
4323,65,4
4324,65,4
4325,65,4
4326,65,4
4327,65,4
4328,65,4
4329,65,4
4330,65,4
4331,65,4
4332,65,4
4333,65,4
4334,70,2
4335,70,2
4336,70,2
4337,70,2
4338,70,2
4339,70,2
4340,70,2
4341,70,2
4342,70,2
4343,70,2
4344,70,2
4345,70,2
4346,70,2
4347,70,2
4348,70,2
4349,70,2
4350,70,2
4351,70,2
4352,70,2
4353,70,2
4354,70,2
4355,70,2
4356,70,2
4357,70,2
4358,70,2
4359,70,2
4360,70,2
4361,70,2
4362,70,2
4363,70,2
4364,70,2
4365,70,2
4366,70,2
4367,70,2
4368,70,2
4369,70,2
4370,70,2
4371,70,2
4372,70,2
4373,65,4
4374,65,4
4375,65,4
4376,65,4
4377,65,4
4378,65,4
4379,65,4
4380,65,4
4381,65,4
4382,65,4
4383,65,4
4384,65,4
4385,65,4
4386,65,4
4387,65,4
4388,65,4
4389,65,4
4390,65,4
4391,65,4
4392,65,4
4393,90,4
4394,90,4
4395,90,4
4396,90,4
4397,90,4
4398,90,4
4399,90,4
4400,90,4
4401,90,4
4402,90,4
4403,90,4
4404,90,4
4405,90,4
4406,90,4
4407,90,4
4408,90,4
4409,90,4
4410,90,4
4411,90,4
4412,90,4
4413,90,4
4414,90,4
4415,90,4
4416,90,4
4417,90,4
4418,90,4
4419,90,4
4420,90,4
4421,90,4
4422,90,4
4423,90,4
4424,90,4
4425,90,4
4426,90,4
4427,90,4
4428,90,4
4429,90,4
4430,90,4
4431,90,4
4432,65,4
4433,65,4
4434,65,4
4435,65,4
4436,65,4
4437,65,4
4438,65,4
4439,65,4
4440,65,4
4441,65,4
4442,65,4
4443,65,4
4444,65,4
4445,65,4
4446,65,4
4447,65,4
4448,65,4
4449,65,4
4450,65,4
4451,65,4
4452,40,4
4453,40,4
4454,40,4
4455,40,4
4456,40,4
4457,40,4
4458,40,4
4459,40,4
4460,40,4
4461,40,4
4462,40,4
4463,40,4
4464,40,4
4465,40,4
4466,40,4
4467,40,4
4468,40,4
4469,40,4
4470,40,4
4471,40,4
4472,90,4
4473,90,4
4474,90,4
4475,90,4
4476,90,4
4477,90,4
4478,90,4
4479,90,4
4480,90,4
4481,90,4
4482,90,4
4483,90,4
4484,90,4
4485,90,4
4486,90,4
4487,90,4
4488,90,4
4489,90,4
4490,90,4
4491,40,4
4492,40,4
4493,40,4
4494,40,4
4495,40,4
4496,40,4
4497,40,4
4498,40,4
4499,40,4
4500,40,4
4501,40,4
4502,40,4
4503,40,4
4504,40,4
4505,40,4
4506,40,4
4507,40,4
4508,40,4
4509,40,4
4510,40,4
4511,90,4
4512,90,4
4513,90,4
4514,90,4
4515,90,4
4516,90,4
4517,90,4
4518,90,4
4519,90,4
4520,90,4
4521,90,4
4522,90,4
4523,90,4
4524,90,4
4525,90,4
4526,90,4
4527,90,4
4528,90,4
4529,90,4
4530,90,4
4531,65,4
4532,65,4
4533,65,4
4534,65,4
4535,65,4
4536,65,4
4537,65,4
4538,65,4
4539,65,4
4540,65,4
4541,65,4
4542,65,4
4543,65,4
4544,65,4
4545,65,4
4546,65,4
4547,65,4
4548,65,4
4549,65,4
4550,90,4
4551,90,4
4552,90,4
4553,90,4
4554,90,4
4555,90,4
4556,90,4
4557,90,4
4558,90,4
4559,90,4
4560,90,4
4561,90,4
4562,90,4
4563,90,4
4564,90,4
4565,90,4
4566,90,4
4567,90,4
4568,90,4
4569,90,4
4570,65,4
4571,65,4
4572,65,4
4573,65,4
4574,65,4
4575,65,4
4576,65,4
4577,65,4
4578,65,4
4579,65,4
4580,65,4
4581,65,4
4582,65,4
4583,65,4
4584,65,4
4585,65,4
4586,65,4
4587,65,4
4588,65,4
4589,65,4
4590,90,4
4591,90,4
4592,90,4
4593,90,4
4594,90,4
4595,90,4
4596,90,4
4597,90,4
4598,90,4
4599,90,4
4600,90,4
4601,90,4
4602,90,4
4603,90,4
4604,90,4
4605,90,4
4606,90,4
4607,90,4
4608,90,4
4609,90,4
4610,40,4
4611,40,4
4612,40,4
4613,40,4
4614,40,4
4615,40,4
4616,40,4
4617,40,4
4618,40,4
4619,40,4
4620,40,4
4621,40,4
4622,40,4
4623,40,4
4624,40,4
4625,40,4
4626,40,4
4627,40,4
4628,40,4
4629,40,4
4630,40,4
4631,40,4
4632,40,4
4633,40,4
4634,40,4
4635,40,4
4636,40,4
4637,40,4
4638,40,4
4639,40,4
4640,40,4
4641,40,4
4642,40,4
4643,40,4
4644,40,4
4645,40,4
4646,40,4
4647,40,4
4648,40,4
4649,65,4
4650,65,4
4651,65,4
4652,65,4
4653,65,4
4654,65,4
4655,65,4
4656,65,4
4657,65,4
4658,65,4
4659,65,4
4660,65,4
4661,65,4
4662,65,4
4663,65,4
4664,65,4
4665,65,4
4666,65,4
4667,65,4
4668,65,4
4669,65,4
4670,65,4
4671,65,4
4672,65,4
4673,65,4
4674,65,4
4675,65,4
4676,65,4
4677,65,4
4678,65,4
4679,65,4
4680,65,4
4681,65,4
4682,65,4
4683,65,4
4684,65,4
4685,65,4
4686,65,4
4687,65,4
4688,40,4
4689,65,4
4690,65,4
4691,65,4
4692,65,4
4693,65,4
4694,65,4
4695,65,4
4696,65,4
4697,65,4
4698,65,4
4699,65,4
4700,65,4
4701,65,4
4702,65,4
4703,65,4
4704,65,4
4705,65,4
4706,65,4
4707,65,4
4708,65,4
4709,65,4
4710,65,4
4711,65,4
4712,65,4
4713,65,4
4714,65,4
4715,65,4
4716,65,4
4717,65,4
4718,65,4
4719,65,4
4720,65,4
4721,65,4
4722,65,4
4723,65,4
4724,65,4
4725,65,4
4726,65,4
4727,65,4
4728,55,3
4729,55,3
4730,55,3
4731,55,3
4732,55,3
4733,55,3
4734,55,3
4735,55,3
4736,55,3
4737,55,3
4738,55,3
4739,55,3
4740,55,3
4741,55,3
4742,55,3
4743,55,3
4744,55,3
4745,55,3
4746,55,3
4747,55,3
4748,0,0
